,Tipologia,Dia,Horário
12005,supermercado,Tuesday,07:00 - 21:00
12006,supermercado,Wednesday,07:00 - 21:00
12007,supermercado,Thursday,07:00 - 21:00
12008,supermercado,Friday,07:00 - 21:00
12009,supermercado,Saturday,07:00 - 21:00
12010,supermercado,Monday,06:00 - 00:00
12011,supermercado,Tuesday,06:00 - 00:00
12012,supermercado,Wednesday,06:00 - 00:00
12013,supermercado,Thursday,06:00 - 00:00
12014,supermercado,Friday,06:00 - 00:00
12015,supermercado,Saturday,06:00 - 00:00
12016,supermercado,Sunday,06:00 - 00:00
12017,supermercado,Monday,08:00 - 20:00
12018,supermercado,Tuesday,08:00 - 20:00
12019,supermercado,Wednesday,08:00 - 20:00
12020,supermercado,Thursday,08:00 - 20:00
12021,supermercado,Friday,08:00 - 20:00
12022,supermercado,Saturday,08:00 - 20:00
12023,supermercado,Sunday,08:00 - 16:00
12024,supermercado,Monday,08:00 - 18:00
12025,supermercado,Tuesday,08:00 - 18:00
12026,supermercado,Wednesday,08:00 - 18:00
12027,supermercado,Thursday,08:00 - 18:00
12028,supermercado,Friday,08:00 - 18:00
12029,supermercado,Saturday,08:00 - 14:00
12030,supermercado,Monday,06:00 - 22:00
12031,supermercado,Tuesday,06:00 - 22:00
12032,supermercado,Wednesday,06:00 - 22:00
12033,supermercado,Thursday,06:00 - 22:00
12034,supermercado,Friday,06:00 - 22:00
12035,supermercado,Saturday,06:00 - 22:00
12036,supermercado,Sunday,07:00 - 22:00
12037,supermercado,Monday,07:00 - 22:00
12038,supermercado,Tuesday,07:00 - 22:00
12039,supermercado,Wednesday,07:00 - 22:00
12040,supermercado,Thursday,07:00 - 22:00
12041,supermercado,Friday,07:00 - 22:00
12042,supermercado,Saturday,07:00 - 22:00
12043,supermercado,Sunday,07:00 - 22:00
12044,supermercado,Monday,06:00 - 22:00
12045,supermercado,Tuesday,06:00 - 22:00
12046,supermercado,Wednesday,06:00 - 22:00
12047,supermercado,Thursday,06:00 - 22:00
12048,supermercado,Friday,06:00 - 22:00
12049,supermercado,Saturday,06:00 - 22:00
12050,supermercado,Sunday,07:00 - 21:00
12051,supermercado,Monday,08:00 - 18:00
12052,supermercado,Tuesday,08:00 - 18:00
12053,supermercado,Wednesday,08:00 - 18:00
12054,supermercado,Thursday,08:00 - 18:00
12055,supermercado,Friday,08:00 - 18:00
12056,supermercado,Saturday,08:00 - 15:00
12057,supermercado,Monday,08:00 - 23:00
12058,supermercado,Tuesday,08:00 - 23:00
12059,supermercado,Wednesday,08:00 - 23:00
12060,supermercado,Thursday,08:00 - 23:00
12061,supermercado,Friday,08:00 - 17:00
12062,supermercado,Sunday,08:00 - 23:00
12063,supermercado,Monday,00:00 - 23:59
12064,supermercado,Tuesday,00:00 - 23:59
12065,supermercado,Wednesday,00:00 - 23:59
12066,supermercado,Thursday,00:00 - 23:59
12067,supermercado,Friday,00:00 - 23:59
12068,supermercado,Saturday,00:00 - 23:59
12069,supermercado,Sunday,00:00 - 23:59
12070,supermercado,Monday,07:00 - 22:00
12071,supermercado,Tuesday,07:00 - 22:00
12072,supermercado,Wednesday,07:00 - 22:00
12073,supermercado,Thursday,07:00 - 22:00
12074,supermercado,Friday,07:00 - 22:00
12075,supermercado,Saturday,07:00 - 22:00
12076,supermercado,Sunday,08:00 - 22:00
12077,supermercado,Monday,07:00 - 22:00
12078,supermercado,Tuesday,07:00 - 22:00
12079,supermercado,Wednesday,07:00 - 22:00
12080,supermercado,Thursday,07:00 - 22:00
12081,supermercado,Friday,07:00 - 22:00
12082,supermercado,Saturday,07:00 - 22:00
12083,supermercado,Sunday,07:00 - 22:00
12084,supermercado,Monday,07:30 - 20:00
12085,supermercado,Tuesday,07:30 - 20:00
12086,supermercado,Wednesday,07:30 - 20:00
12087,supermercado,Thursday,07:30 - 20:00
12088,supermercado,Friday,07:30 - 20:00
12089,supermercado,Saturday,07:30 - 18:00
12090,supermercado,Sunday,07:30 - 13:00
12091,supermercado,Monday,07:00 - 22:00
12092,supermercado,Tuesday,07:00 - 22:00
12093,supermercado,Wednesday,07:00 - 22:00
12094,supermercado,Thursday,07:00 - 22:00
12095,supermercado,Friday,07:00 - 22:00
12096,supermercado,Saturday,07:00 - 22:00
12097,supermercado,Sunday,07:00 - 22:00
12098,supermercado,Monday,07:00 - 19:00
12099,supermercado,Tuesday,07:00 - 19:00
12100,supermercado,Wednesday,07:00 - 19:00
12101,supermercado,Thursday,07:00 - 19:00
12102,supermercado,Friday,07:00 - 19:00
12103,supermercado,Saturday,07:00 - 19:00
12104,supermercado,Sunday,08:00 - 13:00
12105,supermercado,Monday,07:00 - 22:00
12106,supermercado,Tuesday,07:00 - 22:00
12107,supermercado,Wednesday,07:00 - 22:00
12108,supermercado,Thursday,07:00 - 22:00
12109,supermercado,Friday,07:00 - 22:00
12110,supermercado,Saturday,07:00 - 22:00
12111,supermercado,Sunday,07:00 - 21:00
12112,supermercado,Monday,00:00 - 23:59
12113,supermercado,Tuesday,00:00 - 23:59
12114,supermercado,Wednesday,00:00 - 23:59
12115,supermercado,Thursday,00:00 - 23:59
12116,supermercado,Friday,00:00 - 23:59
12117,supermercado,Saturday,00:00 - 23:59
12118,supermercado,Sunday,00:00 - 23:59
12119,supermercado,Monday,07:00 - 22:00
12120,supermercado,Tuesday,07:00 - 22:00
12121,supermercado,Wednesday,07:00 - 22:00
12122,supermercado,Thursday,07:00 - 22:00
12123,supermercado,Friday,07:00 - 22:00
12124,supermercado,Saturday,07:00 - 22:00
12125,supermercado,Sunday,07:00 - 20:00
12126,supermercado,Monday,09:00 - 17:00
12127,supermercado,Tuesday,09:00 - 17:00
12128,supermercado,Wednesday,09:00 - 17:00
12129,supermercado,Thursday,09:00 - 17:00
12130,supermercado,Friday,09:00 - 17:00
12131,supermercado,Monday,06:00 - 20:00
12132,supermercado,Tuesday,06:00 - 20:00
12133,supermercado,Wednesday,06:00 - 20:00
12134,supermercado,Thursday,06:00 - 20:00
12135,supermercado,Friday,06:00 - 20:00
12136,supermercado,Saturday,06:00 - 20:00
12137,supermercado,Monday,08:00 - 21:00
12138,supermercado,Tuesday,08:00 - 21:00
12139,supermercado,Wednesday,08:00 - 21:00
12140,supermercado,Thursday,08:00 - 21:00
12141,supermercado,Friday,08:00 - 21:00
12142,supermercado,Saturday,08:00 - 21:00
12143,supermercado,Sunday,08:00 - 18:00
12144,supermercado,Monday,08:00 - 21:00
12145,supermercado,Tuesday,08:00 - 21:00
12146,supermercado,Wednesday,08:00 - 21:00
12147,supermercado,Thursday,08:00 - 21:00
12148,supermercado,Friday,08:00 - 21:00
12149,supermercado,Saturday,08:00 - 21:00
12150,supermercado,Sunday,08:00 - 14:00
12151,supermercado,Monday,08:00 - 21:00
12152,supermercado,Tuesday,08:00 - 21:00
12153,supermercado,Wednesday,08:00 - 21:00
12154,supermercado,Thursday,08:00 - 21:00
12155,supermercado,Friday,08:00 - 21:00
12156,supermercado,Saturday,08:00 - 21:00
12157,supermercado,Monday,08:00 - 19:00
12158,supermercado,Tuesday,08:00 - 19:00
12159,supermercado,Wednesday,08:00 - 19:00
12160,supermercado,Thursday,08:00 - 19:00
12161,supermercado,Friday,08:00 - 19:00
12162,supermercado,Saturday,08:00 - 19:00
12163,supermercado,Monday,07:00 - 21:00
12164,supermercado,Tuesday,07:00 - 21:00
12165,supermercado,Wednesday,07:00 - 21:00
12166,supermercado,Thursday,07:00 - 21:00
12167,supermercado,Friday,07:00 - 21:00
12168,supermercado,Saturday,07:00 - 21:00
12169,supermercado,Sunday,08:00 - 15:00
12170,supermercado,Monday,08:00 - 20:00
12171,supermercado,Tuesday,08:00 - 20:00
12172,supermercado,Wednesday,08:00 - 20:00
12173,supermercado,Thursday,08:00 - 20:00
12174,supermercado,Friday,08:00 - 20:00
12175,supermercado,Saturday,08:00 - 20:00
12176,supermercado,Sunday,08:00 - 13:30
12177,supermercado,Monday,08:00 - 22:00
12178,supermercado,Tuesday,08:00 - 22:00
12179,supermercado,Wednesday,08:00 - 22:00
12180,supermercado,Thursday,08:00 - 22:00
12181,supermercado,Friday,08:00 - 22:00
12182,supermercado,Saturday,08:00 - 22:00
12183,supermercado,Sunday,08:00 - 14:00
12184,supermercado,Monday,08:00 - 21:00
12185,supermercado,Tuesday,08:00 - 21:00
12186,supermercado,Wednesday,08:00 - 21:00
12187,supermercado,Thursday,08:00 - 21:00
12188,supermercado,Friday,08:00 - 21:00
12189,supermercado,Saturday,08:00 - 21:00
12190,supermercado,Sunday,08:00 - 15:00
12191,supermercado,Monday,08:00 - 20:00
12192,supermercado,Tuesday,08:00 - 20:00
12193,supermercado,Wednesday,08:00 - 20:00
12194,supermercado,Thursday,08:00 - 20:00
12195,supermercado,Friday,08:00 - 20:00
12196,supermercado,Saturday,08:00 - 20:00
12197,supermercado,Sunday,08:00 - 13:00
12198,supermercado,Monday,08:00 - 20:00
12199,supermercado,Tuesday,08:00 - 20:00
12200,supermercado,Wednesday,08:00 - 20:00
12201,supermercado,Thursday,08:00 - 20:00
12202,supermercado,Friday,08:00 - 20:00
12203,supermercado,Saturday,08:00 - 20:00
12204,supermercado,Sunday,08:00 - 16:30
12205,supermercado,Monday,08:00 - 20:00
12206,supermercado,Tuesday,08:00 - 20:00
12207,supermercado,Wednesday,08:00 - 20:00
12208,supermercado,Thursday,08:00 - 20:00
12209,supermercado,Friday,08:00 - 20:00
12210,supermercado,Saturday,08:00 - 20:00
12211,supermercado,Monday,08:00 - 19:00
12212,supermercado,Tuesday,08:00 - 19:00
12213,supermercado,Wednesday,08:00 - 19:00
12214,supermercado,Thursday,08:00 - 19:00
12215,supermercado,Friday,08:00 - 19:00
12216,supermercado,Saturday,08:00 - 19:00
12217,supermercado,Monday,07:00 - 19:30
12218,supermercado,Tuesday,07:00 - 19:30
12219,supermercado,Wednesday,07:00 - 19:30
12220,supermercado,Thursday,07:00 - 19:30
12221,supermercado,Friday,07:00 - 19:30
12222,supermercado,Saturday,07:00 - 19:30
12223,supermercado,Sunday,07:30 - 12:00
12224,supermercado,Monday,08:00 - 19:00
12225,supermercado,Tuesday,08:00 - 19:00
12226,supermercado,Wednesday,08:00 - 19:00
12227,supermercado,Thursday,08:00 - 19:00
12228,supermercado,Friday,08:00 - 19:00
12229,supermercado,Saturday,08:00 - 19:00
12230,supermercado,Sunday,08:00 - 12:30
12231,supermercado,Monday,08:00 - 18:00
12232,supermercado,Tuesday,08:00 - 18:00
12233,supermercado,Wednesday,08:00 - 18:00
12234,supermercado,Thursday,08:00 - 18:00
12235,supermercado,Friday,08:00 - 18:00
12236,supermercado,Saturday,08:00 - 18:00
12237,supermercado,Sunday,08:00 - 18:00
12238,supermercado,Monday,08:00 - 20:00
12239,supermercado,Tuesday,08:00 - 20:00
12240,supermercado,Wednesday,08:00 - 20:00
12241,supermercado,Thursday,08:00 - 20:00
12242,supermercado,Friday,08:00 - 20:00
12243,supermercado,Saturday,08:00 - 20:00
12244,supermercado,Sunday,08:00 - 13:00
12245,supermercado,Monday,06:30 - 21:00
12246,supermercado,Tuesday,06:30 - 21:00
12247,supermercado,Wednesday,06:30 - 21:00
12248,supermercado,Thursday,06:30 - 21:00
12249,supermercado,Friday,06:30 - 21:00
12250,supermercado,Saturday,06:30 - 21:00
12251,supermercado,Sunday,07:00 - 20:00
12252,supermercado,Monday,06:00 - 21:00
12253,supermercado,Tuesday,06:00 - 21:00
12254,supermercado,Wednesday,06:00 - 21:00
12255,supermercado,Thursday,06:00 - 21:00
12256,supermercado,Friday,06:00 - 21:00
12257,supermercado,Saturday,06:00 - 21:00
12258,supermercado,Sunday,06:00 - 13:00
12259,supermercado,Monday,07:00 - 18:00
12260,supermercado,Tuesday,07:00 - 18:00
12261,supermercado,Wednesday,07:00 - 18:00
12262,supermercado,Thursday,07:00 - 18:00
12263,supermercado,Friday,07:00 - 18:00
12264,supermercado,Saturday,08:00 - 14:00
12265,supermercado,Monday,08:00 - 18:00
12266,supermercado,Tuesday,08:00 - 18:00
12267,supermercado,Wednesday,08:00 - 18:00
12268,supermercado,Thursday,08:00 - 18:00
12269,supermercado,Friday,08:00 - 18:00
12270,supermercado,Saturday,08:00 - 18:00
12271,supermercado,Monday,07:00 - 22:00
12272,supermercado,Tuesday,07:00 - 22:00
12273,supermercado,Wednesday,07:00 - 22:00
12274,supermercado,Thursday,07:00 - 22:00
12275,supermercado,Friday,07:00 - 22:00
12276,supermercado,Saturday,07:00 - 22:00
12277,supermercado,Sunday,08:00 - 20:00
12278,supermercado,Monday,07:00 - 21:00
12279,supermercado,Tuesday,07:00 - 21:00
12280,supermercado,Wednesday,07:00 - 21:00
12281,supermercado,Thursday,07:00 - 21:00
12282,supermercado,Friday,07:00 - 21:00
12283,supermercado,Saturday,07:00 - 21:00
12284,supermercado,Sunday,07:00 - 14:00
12285,supermercado,Monday,08:00 - 18:00
12286,supermercado,Tuesday,08:00 - 18:00
12287,supermercado,Wednesday,08:00 - 18:00
12288,supermercado,Thursday,08:00 - 18:00
12289,supermercado,Friday,08:00 - 18:00
12290,supermercado,Saturday,08:00 - 12:00
12291,supermercado,Monday,07:00 - 20:00
12292,supermercado,Tuesday,07:00 - 20:00
12293,supermercado,Wednesday,07:00 - 20:00
12294,supermercado,Thursday,07:00 - 20:00
12295,supermercado,Friday,07:00 - 20:00
12296,supermercado,Saturday,07:00 - 20:00
12297,supermercado,Sunday,07:00 - 12:30
12298,supermercado,Monday,07:00 - 20:30
12299,supermercado,Tuesday,07:00 - 20:30
12300,supermercado,Wednesday,07:00 - 20:30
12301,supermercado,Thursday,07:00 - 20:30
12302,supermercado,Friday,07:00 - 20:30
12303,supermercado,Saturday,07:00 - 20:30
12304,supermercado,Sunday,07:00 - 13:00
12305,supermercado,Monday,06:30 - 20:30
12306,supermercado,Tuesday,06:30 - 20:30
12307,supermercado,Wednesday,06:30 - 20:30
12308,supermercado,Thursday,06:30 - 20:30
12309,supermercado,Friday,06:30 - 20:30
12310,supermercado,Saturday,06:30 - 20:30
12311,supermercado,Sunday,07:00 - 13:00
12312,supermercado,Monday,07:30 - 17:30
12313,supermercado,Tuesday,07:30 - 17:30
12314,supermercado,Wednesday,07:30 - 17:30
12315,supermercado,Thursday,07:30 - 17:30
12316,supermercado,Friday,07:30 - 17:30
12317,supermercado,Saturday,07:30 - 17:30
12318,supermercado,Monday,07:30 - 11:00
12319,supermercado,Tuesday,07:30 - 11:00
12320,supermercado,Wednesday,07:30 - 11:00
12321,supermercado,Thursday,07:30 - 11:00
12322,supermercado,Friday,07:30 - 11:00
12323,supermercado,Saturday,08:00 - 11:30
12324,supermercado,Monday,07:30 - 19:00
12325,supermercado,Tuesday,07:30 - 19:00
12326,supermercado,Wednesday,07:30 - 19:00
12327,supermercado,Thursday,07:00 - 20:00
12328,supermercado,Friday,07:00 - 20:00
12329,supermercado,Saturday,07:30 - 19:00
12330,supermercado,Sunday,07:30 - 19:00
12331,supermercado,Monday,07:00 - 21:00
12332,supermercado,Tuesday,07:00 - 21:00
12333,supermercado,Wednesday,07:00 - 21:00
12334,supermercado,Thursday,07:00 - 21:00
12335,supermercado,Friday,07:00 - 21:00
12336,supermercado,Saturday,07:00 - 21:00
12337,supermercado,Sunday,07:00 - 20:00
12338,supermercado,Monday,07:00 - 21:00
12339,supermercado,Tuesday,07:00 - 21:00
12340,supermercado,Wednesday,07:00 - 21:00
12341,supermercado,Thursday,07:00 - 21:00
12342,supermercado,Friday,07:00 - 21:00
12343,supermercado,Saturday,07:00 - 21:00
12344,supermercado,Sunday,07:00 - 21:00
12345,supermercado,Monday,07:00 - 22:00
12346,supermercado,Tuesday,07:00 - 22:00
12347,supermercado,Wednesday,07:00 - 22:00
12348,supermercado,Thursday,07:00 - 22:00
12349,supermercado,Friday,07:00 - 22:00
12350,supermercado,Saturday,07:00 - 22:00
12351,supermercado,Sunday,07:00 - 18:00
12352,supermercado,Monday,07:00 - 22:00
12353,supermercado,Tuesday,07:00 - 22:00
12354,supermercado,Wednesday,07:00 - 22:00
12355,supermercado,Thursday,07:00 - 22:00
12356,supermercado,Friday,07:00 - 22:00
12357,supermercado,Saturday,07:00 - 22:00
12358,supermercado,Sunday,07:00 - 22:00
12359,supermercado,Monday,07:00 - 22:30
12360,supermercado,Tuesday,07:00 - 22:30
12361,supermercado,Wednesday,07:00 - 22:30
12362,supermercado,Thursday,07:00 - 22:30
12363,supermercado,Friday,07:00 - 22:30
12364,supermercado,Saturday,07:00 - 22:00
12365,supermercado,Sunday,07:00 - 22:00
12366,supermercado,Monday,07:00 - 12:00
12367,supermercado,Tuesday,07:00 - 12:00
12368,supermercado,Wednesday,07:00 - 12:00
12369,supermercado,Thursday,07:00 - 12:00
12370,supermercado,Friday,07:00 - 12:00
12371,supermercado,Saturday,07:00 - 12:30
12372,supermercado,Sunday,07:30 - 12:30
12373,supermercado,Monday,07:00 - 20:00
12374,supermercado,Tuesday,07:00 - 20:00
12375,supermercado,Wednesday,07:00 - 20:00
12376,supermercado,Thursday,07:00 - 20:00
12377,supermercado,Friday,07:00 - 20:00
12378,supermercado,Saturday,07:00 - 20:00
12379,supermercado,Sunday,07:30 - 13:00
12380,supermercado,Monday,07:00 - 20:00
12381,supermercado,Tuesday,07:00 - 20:00
12382,supermercado,Wednesday,07:00 - 20:00
12383,supermercado,Thursday,07:00 - 20:00
12384,supermercado,Friday,07:00 - 20:00
12385,supermercado,Saturday,07:00 - 20:00
12386,supermercado,Sunday,07:00 - 20:00
12387,supermercado,Monday,09:00 - 00:00
12388,supermercado,Tuesday,09:00 - 00:00
12389,supermercado,Wednesday,09:00 - 00:00
12390,supermercado,Thursday,09:00 - 00:00
12391,supermercado,Friday,09:00 - 00:00
12392,supermercado,Saturday,09:00 - 00:00
12393,supermercado,Sunday,09:00 - 13:00
12394,supermercado,Monday,07:00 - 17:00
12395,supermercado,Tuesday,07:00 - 17:00
12396,supermercado,Wednesday,07:00 - 17:00
12397,supermercado,Thursday,07:00 - 17:00
12398,supermercado,Friday,07:00 - 17:00
12399,supermercado,Saturday,07:00 - 17:00
12400,supermercado,Sunday,07:00 - 12:00
12401,supermercado,Monday,07:00 - 20:00
12402,supermercado,Tuesday,07:00 - 20:00
12403,supermercado,Wednesday,07:00 - 20:00
12404,supermercado,Thursday,07:00 - 20:00
12405,supermercado,Friday,07:00 - 20:00
12406,supermercado,Saturday,07:00 - 20:00
12407,supermercado,Sunday,07:30 - 15:00
12408,supermercado,Monday,07:00 - 19:00
12409,supermercado,Tuesday,07:00 - 19:00
12410,supermercado,Wednesday,07:00 - 19:00
12411,supermercado,Thursday,07:00 - 19:00
12412,supermercado,Friday,07:00 - 19:00
12413,supermercado,Saturday,07:00 - 19:00
12414,supermercado,Sunday,07:00 - 12:00
12415,supermercado,Monday,07:00 - 21:30
12416,supermercado,Tuesday,07:00 - 21:30
12417,supermercado,Wednesday,07:00 - 21:30
12418,supermercado,Thursday,07:00 - 21:30
12419,supermercado,Friday,07:00 - 21:30
12420,supermercado,Saturday,07:00 - 21:30
12421,supermercado,Sunday,07:00 - 21:30
12422,supermercado,Monday,06:30 - 19:30
12423,supermercado,Tuesday,06:30 - 19:30
12424,supermercado,Wednesday,06:30 - 19:30
12425,supermercado,Thursday,06:30 - 19:30
12426,supermercado,Friday,06:30 - 19:30
12427,supermercado,Saturday,06:30 - 19:30
12428,supermercado,Sunday,06:30 - 19:30
12429,supermercado,Monday,07:00 - 19:00
12430,supermercado,Tuesday,07:00 - 19:00
12431,supermercado,Wednesday,07:00 - 19:00
12432,supermercado,Thursday,07:00 - 19:00
12433,supermercado,Friday,07:00 - 19:00
12434,supermercado,Saturday,07:00 - 19:00
12435,supermercado,Sunday,08:00 - 12:00
12436,supermercado,Monday,07:00 - 20:00
12437,supermercado,Tuesday,07:00 - 20:00
12438,supermercado,Wednesday,07:00 - 20:00
12439,supermercado,Thursday,07:00 - 20:00
12440,supermercado,Friday,07:00 - 20:00
12441,supermercado,Saturday,07:00 - 20:00
12442,supermercado,Sunday,07:00 - 12:00
12443,supermercado,Monday,08:00 - 20:00
12444,supermercado,Tuesday,08:00 - 20:00
12445,supermercado,Wednesday,08:00 - 20:00
12446,supermercado,Thursday,08:00 - 20:00
12447,supermercado,Friday,08:00 - 20:00
12448,supermercado,Saturday,08:00 - 20:00
12449,supermercado,Sunday,08:00 - 13:00
12450,supermercado,Monday,07:30 - 20:30
12451,supermercado,Tuesday,07:30 - 20:30
12452,supermercado,Wednesday,07:30 - 20:30
12453,supermercado,Thursday,07:30 - 20:30
12454,supermercado,Friday,07:30 - 20:30
12455,supermercado,Saturday,07:30 - 20:30
12456,supermercado,Sunday,07:30 - 20:30
12457,supermercado,Monday,04:30 - 18:00
12458,supermercado,Tuesday,04:30 - 18:00
12459,supermercado,Wednesday,04:30 - 18:00
12460,supermercado,Thursday,04:30 - 18:00
12461,supermercado,Friday,04:30 - 18:00
12462,supermercado,Saturday,07:00 - 10:00
12463,supermercado,Monday,07:00 - 21:00
12464,supermercado,Tuesday,07:00 - 21:00
12465,supermercado,Wednesday,07:00 - 21:00
12466,supermercado,Thursday,07:00 - 21:00
12467,supermercado,Friday,07:00 - 21:00
12468,supermercado,Saturday,07:00 - 21:00
12469,supermercado,Sunday,07:00 - 18:00
12470,supermercado,Monday,08:00 - 19:00
12471,supermercado,Tuesday,08:00 - 19:00
12472,supermercado,Wednesday,08:00 - 19:00
12473,supermercado,Thursday,08:00 - 19:00
12474,supermercado,Friday,08:00 - 19:00
12475,supermercado,Saturday,08:00 - 19:00
12476,supermercado,Sunday,08:00 - 19:00
12477,supermercado,Monday,07:00 - 22:00
12478,supermercado,Tuesday,07:00 - 22:00
12479,supermercado,Wednesday,07:00 - 22:00
12480,supermercado,Thursday,07:00 - 22:00
12481,supermercado,Friday,07:00 - 22:00
12482,supermercado,Saturday,08:00 - 22:00
12483,supermercado,Sunday,08:00 - 22:00
12484,supermercado,Monday,07:00 - 20:00
12485,supermercado,Tuesday,07:00 - 20:00
12486,supermercado,Wednesday,07:00 - 20:00
12487,supermercado,Thursday,07:00 - 20:00
12488,supermercado,Friday,07:00 - 20:00
12489,supermercado,Saturday,07:00 - 20:00
12490,supermercado,Sunday,07:00 - 14:30
12491,supermercado,Monday,08:00 - 19:00
12492,supermercado,Tuesday,08:00 - 19:00
12493,supermercado,Wednesday,08:00 - 19:00
12494,supermercado,Thursday,08:00 - 19:00
12495,supermercado,Friday,08:00 - 19:00
12496,supermercado,Saturday,08:00 - 19:00
12497,supermercado,Sunday,08:00 - 12:00
12498,supermercado,Monday,08:00 - 20:00
12499,supermercado,Tuesday,08:00 - 20:00
12500,supermercado,Wednesday,08:00 - 20:00
12501,supermercado,Thursday,08:00 - 20:00
12502,supermercado,Friday,08:00 - 20:00
12503,supermercado,Saturday,08:00 - 20:00
12504,supermercado,Sunday,08:00 - 12:00
12505,supermercado,Monday,07:00 - 22:00
12506,supermercado,Tuesday,07:00 - 22:00
12507,supermercado,Wednesday,07:00 - 22:00
12508,supermercado,Thursday,07:00 - 22:00
12509,supermercado,Friday,07:00 - 22:00
12510,supermercado,Saturday,07:00 - 22:00
12511,supermercado,Sunday,07:00 - 22:00
12512,supermercado,Monday,07:00 - 22:00
12513,supermercado,Tuesday,07:00 - 22:00
12514,supermercado,Wednesday,07:00 - 22:00
12515,supermercado,Thursday,07:00 - 22:00
12516,supermercado,Friday,07:00 - 22:00
12517,supermercado,Saturday,07:00 - 22:00
12518,supermercado,Sunday,07:00 - 21:00
12519,supermercado,Monday,07:00 - 19:30
12520,supermercado,Tuesday,07:00 - 19:30
12521,supermercado,Wednesday,07:00 - 19:30
12522,supermercado,Thursday,07:00 - 19:30
12523,supermercado,Friday,07:00 - 19:30
12524,supermercado,Saturday,07:00 - 19:30
12525,supermercado,Sunday,07:30 - 12:30
12526,supermercado,Monday,07:00 - 20:00
12527,supermercado,Tuesday,07:00 - 20:00
12528,supermercado,Wednesday,07:00 - 20:00
12529,supermercado,Thursday,07:00 - 20:00
12530,supermercado,Friday,07:00 - 20:00
12531,supermercado,Saturday,07:00 - 20:00
12532,supermercado,Sunday,07:00 - 12:00
12533,supermercado,Monday,07:00 - 20:00
12534,supermercado,Tuesday,07:00 - 20:00
12535,supermercado,Wednesday,07:00 - 20:00
12536,supermercado,Thursday,07:00 - 20:00
12537,supermercado,Friday,07:00 - 20:00
12538,supermercado,Saturday,07:00 - 20:00
12539,supermercado,Sunday,08:00 - 12:00
12540,supermercado,Monday,07:00 - 20:00
12541,supermercado,Tuesday,07:00 - 20:00
12542,supermercado,Wednesday,07:00 - 20:00
12543,supermercado,Thursday,07:00 - 20:00
12544,supermercado,Friday,07:00 - 20:00
12545,supermercado,Saturday,07:00 - 20:00
12546,supermercado,Sunday,05:00 - 19:00
12547,supermercado,Monday,07:00 - 20:00
12548,supermercado,Tuesday,07:00 - 20:00
12549,supermercado,Wednesday,07:00 - 20:00
12550,supermercado,Thursday,07:00 - 20:00
12551,supermercado,Friday,07:00 - 20:00
12552,supermercado,Saturday,07:00 - 20:00
12553,supermercado,Sunday,07:00 - 12:00
12554,supermercado,Monday,06:00 - 00:00
12555,supermercado,Tuesday,06:00 - 00:00
12556,supermercado,Wednesday,06:00 - 00:00
12557,supermercado,Thursday,06:00 - 00:00
12558,supermercado,Friday,06:00 - 00:00
12559,supermercado,Saturday,06:00 - 00:00
12560,supermercado,Sunday,06:00 - 00:00
12561,supermercado,Monday,06:00 - 21:00
12562,supermercado,Tuesday,06:00 - 21:00
12563,supermercado,Wednesday,06:00 - 21:00
12564,supermercado,Thursday,06:00 - 21:00
12565,supermercado,Friday,06:00 - 21:00
12566,supermercado,Saturday,06:00 - 21:00
12567,supermercado,Sunday,06:00 - 12:30
12568,supermercado,Monday,07:00 - 12:00
12569,supermercado,Tuesday,07:00 - 12:00
12570,supermercado,Wednesday,07:00 - 12:00
12571,supermercado,Thursday,07:00 - 12:00
12572,supermercado,Friday,07:00 - 12:00
12573,supermercado,Saturday,07:00 - 12:00
12574,supermercado,Sunday,07:00 - 13:00
12575,supermercado,Monday,07:00 - 21:00
12576,supermercado,Tuesday,07:00 - 21:00
12577,supermercado,Wednesday,07:00 - 21:00
12578,supermercado,Thursday,07:00 - 21:00
12579,supermercado,Friday,07:00 - 21:00
12580,supermercado,Saturday,07:00 - 21:00
12581,supermercado,Sunday,07:00 - 13:00
12582,supermercado,Monday,07:00 - 20:00
12583,supermercado,Tuesday,07:00 - 20:00
12584,supermercado,Wednesday,07:00 - 20:00
12585,supermercado,Thursday,07:00 - 20:00
12586,supermercado,Friday,07:00 - 20:00
12587,supermercado,Saturday,07:00 - 20:00
12588,supermercado,Sunday,07:30 - 12:30
12589,supermercado,Monday,06:00 - 20:30
12590,supermercado,Tuesday,06:00 - 20:30
12591,supermercado,Wednesday,06:00 - 20:30
12592,supermercado,Thursday,06:00 - 20:30
12593,supermercado,Friday,06:00 - 20:30
12594,supermercado,Saturday,06:00 - 20:30
12595,supermercado,Sunday,07:00 - 16:00
12596,supermercado,Monday,07:00 - 20:00
12597,supermercado,Tuesday,07:00 - 20:00
12598,supermercado,Wednesday,07:00 - 20:00
12599,supermercado,Thursday,07:00 - 20:00
12600,supermercado,Friday,07:00 - 20:00
12601,supermercado,Saturday,07:00 - 20:00
12602,supermercado,Monday,06:00 - 19:00
12603,supermercado,Tuesday,06:00 - 19:00
12604,supermercado,Wednesday,06:00 - 19:00
12605,supermercado,Thursday,06:00 - 19:00
12606,supermercado,Friday,06:00 - 19:00
12607,supermercado,Saturday,06:00 - 18:00
12608,supermercado,Monday,07:00 - 20:00
12609,supermercado,Tuesday,07:00 - 20:00
12610,supermercado,Wednesday,07:00 - 20:00
12611,supermercado,Thursday,07:00 - 20:00
12612,supermercado,Friday,07:00 - 20:00
